t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,grav_z
0.3350,-0.40609,-0.07859,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.183,0.037,0.110,0.110,-0.110,-0.330,-0.110,0.183,0.256,-0.110,-0.183,-0.256,-0.9998
0.3400,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50765,0.38312,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50765,0.38312,-1.27318,0.42941,0.34710,-0.86612,0.183,0.183,0.037,0.110,-0.110,-0.110,-0.183,0.037,0.110,-0.037,-0.110,-0.256,-0.9998
0.3450,-0.40609,-0.07855,-0.68638,0.57447,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42952,0.34703,-0.86607,-0.40609,-0.07855,-0.68638,0.57447,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42952,0.34703,-0.86607,0.110,0.037,0.110,0.110,-0.110,-0.183,-0.110,0.183,0.110,-0.183,-0.183,-0.256,-0.9998
0.3500,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34699,-0.86612,0.037,0.110,0.183,0.183,-0.183,-0.110,-0.183,0.110,0.110,-0.183,-0.110,-0.256,-0.9998
0.3550,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.037,0.110,0.183,0.183,-0.183,-0.256,-0.037,0.183,0.110,-0.183,-0.110,-0.037,-0.9998
0.3600,-0.40609,-0.07855,-0.68633,0.57436,-0.06711,-0.97448,-0.50761,0.38312,-1.27321,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68633,0.57436,-0.06711,-0.97448,-0.50761,0.38312,-1.27321,0.42941,0.34703,-0.86612,0.183,0.037,0.110,0.110,-0.110,-0.110,-0.110,0.110,0.110,-0.183,-0.183,-0.256,-0.9998
0.3650,-0.40609,-0.07855,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86612,0.183,0.183,0.037,0.110,-0.110,-0.110,-0.037,0.037,0.110,-0.183,-0.110,-0.256,-0.9998
0.3700,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,0.183,0.037,0.110,0.110,-0.110,-0.110,-0.110,0.037,0.110,-0.110,-0.110,-0.183,-0.9998
0.3750,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.110,0.256,0.110,0.183,-0.183,-0.110,-0.256,0.037,0.110,-0.110,-0.183,-0.256,-0.9998
0.3800,-0.40609,-0.07855,-0.68641,0.57447,-0.06715,-0.97448,-0.50761,0.38308,-1.27315,0.42941,0.34703,-0.86615,-0.40609,-0.07855,-0.68641,0.57447,-0.06715,-0.97448,-0.50761,0.38308,-1.27315,0.42941,0.34703,-0.86615,0.037,0.110,0.183,0.037,-0.037,-0.110,-0.110,0.110,0.110,-0.256,-0.110,-0.256,-0.9998
0.3850,-0.40609,-0.07863,-0.68638,0.57436,-0.06715,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07863,-0.68638,0.57436,-0.06715,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.037,0.037,0.037,0.037,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,0.037,-0.9998
0.3900,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27327,0.42941,0.34699,-0.86615,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27327,0.42941,0.34699,-0.86615,0.183,0.110,0.037,0.183,-0.110,-0.110,-0.110,0.183,0.183,-0.183,-0.110,-0.256,-0.9998
0.3950,-0.40602,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86612,-0.40602,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86612,0.110,0.110,0.183,0.037,-0.256,-0.183,-0.110,0.183,0.110,-0.183,-0.110,-0.256,-0.9998
0.4000,-0.40609,-0.07855,-0.68641,0.57447,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.110,0.183,0.037,-0.110,-0.110,-0.183,0.037,0.183,-0.183,-0.183,0.037,-0.9998
0.4050,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,0.110,0.256,0.110,0.183,-0.110,-0.183,-0.110,0.183,0.110,-0.110,-0.110,-0.256,-0.9998
0.4100,-0.40609,-0.07859,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86615,-0.40609,-0.07859,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86615,0.183,0.037,0.183,0.183,-0.110,-0.110,-0.183,0.256,0.110,-0.110,-0.110,-0.110,-0.9998
0.4150,-0.40609,-0.07859,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07859,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.183,0.110,0.183,0.183,-0.183,-0.110,-0.110,0.183,0.110,-0.183,-0.110,-0.110,-0.9998
0.4200,-0.40609,-0.07859,-0.68638,0.57436,-0.06711,-0.97448,-0.50768,0.38322,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07859,-0.68638,0.57436,-0.06711,-0.97448,-0.50768,0.38322,-1.27318,0.42941,0.34703,-0.86612,0.183,0.256,0.110,0.037,-0.183,-0.110,-0.256,0.110,0.110,-0.183,-0.183,-0.256,-0.9998
0.4250,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.183,0.256,0.110,0.110,-0.110,-0.110,-0.183,0.037,0.183,-0.110,-0.183,-0.110,-0.9998
0.4300,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27309,0.42941,0.34703,-0.86615,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27309,0.42941,0.34703,-0.86615,0.037,0.256,0.110,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.183,-0.9998
0.4350,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50765,0.38308,-1.27318,0.42934,0.34703,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50765,0.38308,-1.27318,0.42934,0.34703,-0.86612,0.037,0.256,0.183,0.183,-0.110,-0.110,-0.110,0.183,0.110,-0.183,-0.110,-0.110,-0.9998
0.4400,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97457,-0.50761,0.38312,-1.27309,0.42941,0.34707,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97457,-0.50761,0.38312,-1.27309,0.42941,0.34707,-0.86612,0.183,0.183,0.183,0.183,-0.037,-0.110,-0.330,0.110,0.110,-0.110,-0.183,-0.256,-0.9998
0.4450,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38319,-1.27309,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38319,-1.27309,0.42941,0.34707,-0.86612,0.183,0.110,0.037,0.110,-0.183,-0.110,-0.183,0.183,0.110,-0.183,-0.183,-0.256,-0.9998
0.4500,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.256,0.037,0.183,-0.037,-0.110,-0.110,0.037,0.110,-0.183,-0.110,-0.110,-0.9998
0.4550,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.183,0.256,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.183,-0.110,-0.110,-0.9998
0.4600,-0.40609,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.037,0.037,0.110,0.183,-0.110,-0.110,-0.037,0.256,0.110,-0.110,-0.110,-0.256,-0.9998
0.4650,-0.40602,-0.07859,-0.68641,0.57436,-0.06715,-0.97451,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,-0.40602,-0.07859,-0.68641,0.57436,-0.06715,-0.97451,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,0.183,0.256,0.256,0.110,-0.183,-0.110,-0.110,0.183,0.183,-0.037,-0.110,-0.183,-0.9998
0.4700,-0.40605,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,-0.40605,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,0.183,0.110,0.183,0.110,-0.110,-0.110,-0.110,0.037,0.183,-0.110,-0.110,-0.183,-0.9998
0.4750,-0.40609,-0.07859,-0.68633,0.57436,-0.06719,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34707,-0.86615,-0.40609,-0.07859,-0.68633,0.57436,-0.06719,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34707,-0.86615,0.110,0.110,0.183,0.110,-0.037,-0.037,-0.110,0.110,0.110,-0.037,-0.037,-0.183,-0.9998
0.4800,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.183,0.037,0.110,0.183,-0.110,-0.256,-0.183,0.110,0.110,-0.110,-0.183,-0.110,-0.9998
0.4850,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86607,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86607,0.183,0.256,0.183,0.037,-0.110,-0.110,-0.037,0.183,0.256,-0.037,-0.256,-0.256,-0.9998
0.4900,-0.40609,-0.07859,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86615,-0.40609,-0.07859,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86615,-0.037,0.037,0.183,0.110,-0.110,-0.256,-0.110,0.110,0.183,-0.183,-0.110,-0.256,-0.9998
0.4950,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50768,0.38308,-1.27309,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50768,0.38308,-1.27309,0.42941,0.34699,-0.86612,0.183,0.256,0.183,0.110,-0.110,-0.110,-0.037,0.037,0.110,-0.110,-0.183,-0.256,-0.9998
0.5000,-0.40609,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86612,-0.40609,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86612,0.183,0.183,0.037,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.037,-0.9998
0.5050,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,0.110,0.183,0.183,0.110,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,-0.9998
0.5100,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27321,0.42941,0.34699,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27321,0.42941,0.34699,-0.86612,0.183,0.183,0.110,0.037,-0.110,-0.256,-0.037,0.110,0.110,-0.183,-0.183,-0.256,-0.9998
0.5150,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,0.110,0.037,0.183,0.110,-0.110,-0.110,-0.110,0.037,0.037,-0.110,-0.110,-0.110,-0.9998
0.5200,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.037,0.183,0.110,0.110,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.256,-0.9998
0.5250,-0.40602,-0.07855,-0.68641,0.57436,-0.06711,-0.97457,-0.50761,0.38322,-1.27309,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06711,-0.97457,-0.50761,0.38322,-1.27309,0.42941,0.34710,-0.86612,0.037,0.037,0.110,0.183,-0.183,-0.110,-0.037,0.183,0.110,-0.183,-0.110,-0.110,-0.9998
0.5300,-0.40609,-0.07855,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86612,0.110,0.183,0.183,0.037,-0.110,-0.110,-0.037,0.256,0.110,-0.183,-0.110,-0.256,-0.9998
0.5350,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97451,-0.50761,0.38319,-1.27309,0.42941,0.34699,-0.86621,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97451,-0.50761,0.38319,-1.27309,0.42941,0.34699,-0.86621,0.037,0.110,0.110,0.110,-0.110,-0.183,-0.037,0.183,0.110,-0.183,-0.110,-0.037,-0.9998
0.5400,-0.40609,-0.07855,-0.68647,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68647,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34699,-0.86612,0.037,0.037,0.110,0.110,-0.183,-0.110,-0.110,0.037,0.183,-0.110,-0.110,-0.037,-0.9998
0.5450,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86612,0.110,0.256,0.183,0.037,-0.183,-0.183,-0.110,0.037,0.110,-0.110,-0.110,-0.037,-0.9998
0.5500,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97445,-0.50765,0.38312,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97445,-0.50765,0.38312,-1.27318,0.42941,0.34699,-0.86612,0.037,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.256,0.183,-0.110,-0.183,0.037,-0.9998
0.5550,-0.40620,-0.07848,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86612,-0.40620,-0.07848,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34699,-0.86612,0.037,0.256,0.110,0.037,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.183,-0.256,-0.9998
0.5600,-0.40609,-0.07859,-0.68641,0.57447,-0.06715,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68641,0.57447,-0.06715,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.183,0.183,0.183,0.037,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,0.037,-0.9998
0.5650,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.183,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.110,-0.037,-0.9998
0.5700,-0.40602,-0.07855,-0.68633,0.57436,-0.06708,-0.97448,-0.50768,0.38308,-1.27318,0.42941,0.34703,-0.86612,-0.40602,-0.07855,-0.68633,0.57436,-0.06708,-0.97448,-0.50768,0.38308,-1.27318,0.42941,0.34703,-0.86612,0.110,0.110,0.110,0.183,-0.110,-0.110,-0.183,0.110,0.110,-0.110,-0.110,-0.037,-0.9998
0.5750,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34699,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34699,-0.86615,0.037,0.037,0.183,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.183,-0.256,-0.9998
0.5800,-0.40609,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34707,-0.86612,0.183,0.110,0.110,0.110,-0.183,-0.110,-0.110,0.110,0.183,-0.183,-0.110,-0.256,-0.9998
0.5850,-0.40602,-0.07859,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86612,-0.40602,-0.07859,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86612,0.183,0.037,0.110,0.183,-0.183,-0.110,-0.037,0.110,0.110,-0.183,-0.110,-0.256,-0.9998
0.5900,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50765,0.38322,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50765,0.38322,-1.27318,0.42941,0.34699,-0.86612,0.183,0.183,0.110,0.183,-0.110,-0.110,-0.110,0.037,0.110,-0.110,-0.110,-0.110,-0.9998
0.5950,-0.40602,-0.07859,-0.68641,0.57447,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40602,-0.07859,-0.68641,0.57447,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.037,0.037,0.110,0.110,-0.110,-0.256,-0.110,0.110,0.110,-0.183,-0.110,-0.037,-0.9998
0.6000,-0.40609,-0.07855,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.037,0.110,0.037,0.110,-0.183,-0.110,-0.183,0.110,0.110,-0.110,-0.110,-0.037,-0.9998
0.6050,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34707,-0.86612,0.183,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.183,0.037,-0.9998
0.6100,-0.40605,-0.07859,-0.68641,0.57440,-0.06719,-0.97448,-0.50761,0.38322,-1.27309,0.42941,0.34699,-0.86612,-0.40605,-0.07859,-0.68641,0.57440,-0.06719,-0.97448,-0.50761,0.38322,-1.27309,0.42941,0.34699,-0.86612,0.183,0.037,0.183,0.110,-0.183,-0.110,-0.110,0.037,0.110,-0.110,-0.183,-0.256,-0.9998
0.6150,-0.40609,-0.07863,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38312,-1.27318,0.42952,0.34703,-0.86615,-0.40609,-0.07863,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38312,-1.27318,0.42952,0.34703,-0.86615,0.037,0.183,0.183,0.037,-0.183,-0.110,-0.110,0.110,0.037,-0.183,-0.110,-0.037,-0.9998
0.6200,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27309,0.42941,0.34707,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27309,0.42941,0.34707,-0.86615,0.110,0.256,0.110,0.110,-0.110,-0.037,-0.110,0.037,0.110,-0.183,-0.110,-0.037,-0.9998
0.6250,-0.40609,-0.07855,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34707,-0.86612,0.110,0.256,0.110,0.110,-0.110,-0.110,-0.110,0.037,0.183,-0.110,-0.110,-0.256,-0.9998
0.6300,-0.40602,-0.07855,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,-0.40602,-0.07855,-0.68641,0.57447,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,0.037,0.110,0.110,0.110,-0.183,-0.037,-0.110,0.183,0.110,-0.183,-0.110,-0.256,-0.9998
0.6350,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34707,-0.86612,0.037,0.110,-0.037,0.110,-0.183,-0.110,-0.110,0.183,0.110,-0.183,-0.183,-0.037,-0.9998
0.6400,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27321,0.42934,0.34707,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27321,0.42934,0.34707,-0.86612,0.110,0.183,0.183,0.110,-0.110,-0.037,-0.037,0.037,0.110,-0.110,-0.183,-0.183,-0.9998
0.6450,-0.40612,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34699,-0.86612,-0.40612,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27321,0.42941,0.34699,-0.86612,0.183,0.037,0.183,0.183,-0.110,-0.183,-0.110,0.183,0.110,-0.183,-0.037,-0.256,-0.9998
0.6500,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86615,0.037,0.256,0.110,0.110,-0.183,-0.256,-0.330,0.037,0.110,-0.110,-0.037,-0.256,-0.9998
0.6550,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34707,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34707,-0.86615,0.110,0.110,0.110,0.183,-0.183,-0.256,-0.110,0.037,0.110,-0.110,-0.037,-0.256,-0.9998
0.6600,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34710,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34710,-0.86615,0.110,0.037,0.037,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.256,-0.9998
0.6650,-0.40609,-0.07859,-0.68641,0.57436,-0.06715,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06715,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.037,0.110,0.110,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.256,-0.9998
