t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,base_z
21.9800,-0.41877,-0.14865,-0.67804,0.57923,-0.13673,-0.96488,-0.51636,0.29768,-1.26369,0.44077,0.25886,-0.86000,0.380,-0.335,-0.250,-0.146,-0.351,-0.287,0.262,0.125,-0.281,-0.341,0.207,-0.182,0.8500
21.9850,-0.41877,-0.14710,-0.67805,0.57923,-0.13517,-0.96489,-0.51636,0.29923,-1.26369,0.44077,0.26041,-0.86000,0.380,-0.336,-0.250,-0.146,-0.353,-0.288,0.262,0.123,-0.281,-0.341,0.206,-0.183,0.8500
21.9900,-0.41877,-0.14548,-0.67805,0.57923,-0.13355,-0.96489,-0.51636,0.30086,-1.26370,0.44077,0.26203,-0.86001,0.380,-0.337,-0.250,-0.146,-0.354,-0.288,0.262,0.122,-0.281,-0.341,0.204,-0.183,0.8500
21.9950,-0.41877,-0.14379,-0.67806,0.57923,-0.13185,-0.96489,-0.51636,0.30255,-1.26370,0.44077,0.26371,-0.86001,0.380,-0.339,-0.250,-0.146,-0.356,-0.288,0.262,0.121,-0.282,-0.341,0.203,-0.183,0.8500
22.0000,-0.41877,-0.14204,-0.67806,0.57922,-0.13010,-0.96490,-0.51636,0.30430,-1.26370,0.44077,0.26547,-0.86001,0.380,-0.340,-0.250,-0.146,-0.357,-0.288,0.262,0.120,-0.282,-0.341,0.202,-0.183,0.8500
22.0050,-0.41877,-0.14022,-0.67806,0.57922,-0.12827,-0.96490,-0.51636,0.30612,-1.26370,0.44077,0.26728,-0.86001,0.380,-0.342,-0.250,-0.146,-0.359,-0.288,0.262,0.118,-0.282,-0.341,0.200,-0.183,0.8500
22.0100,-0.41877,-0.13834,-0.67806,0.57922,-0.12639,-0.96489,-0.51636,0.30800,-1.26370,0.44077,0.26916,-0.86001,0.380,-0.343,-0.251,-0.146,-0.361,-0.289,0.262,0.117,-0.282,-0.341,0.199,-0.183,0.8500
22.0150,-0.41877,-0.13640,-0.67806,0.57922,-0.12444,-0.96489,-0.51636,0.30994,-1.26370,0.44077,0.27110,-0.86001,0.380,-0.345,-0.251,-0.146,-0.362,-0.289,0.262,0.116,-0.282,-0.341,0.198,-0.183,0.8500
22.0200,-0.41877,-0.13440,-0.67806,0.57922,-0.12244,-0.96489,-0.51636,0.31193,-1.26369,0.44077,0.27309,-0.86001,0.380,-0.346,-0.251,-0.146,-0.364,-0.289,0.262,0.115,-0.283,-0.341,0.196,-0.184,0.8500
22.0250,-0.41877,-0.13235,-0.67805,0.57922,-0.12038,-0.96488,-0.51636,0.31398,-1.26369,0.44077,0.27514,-0.86001,0.380,-0.348,-0.252,-0.146,-0.366,-0.290,0.262,0.114,-0.283,-0.341,0.195,-0.184,0.8500
22.0300,-0.41877,-0.13024,-0.67805,0.57922,-0.11827,-0.96488,-0.51636,0.31609,-1.26369,0.44077,0.27725,-0.86001,0.380,-0.349,-0.252,-0.146,-0.367,-0.290,0.262,0.113,-0.283,-0.341,0.194,-0.184,0.8500
22.0350,-0.41877,-0.12808,-0.67805,0.57922,-0.11610,-0.96487,-0.51636,0.31824,-1.26368,0.44077,0.27940,-0.86000,0.380,-0.351,-0.252,-0.146,-0.369,-0.291,0.262,0.112,-0.283,-0.341,0.192,-0.185,0.8500
22.0400,-0.41877,-0.12586,-0.67804,0.57922,-0.11388,-0.96486,-0.51636,0.32044,-1.26368,0.44077,0.28161,-0.86000,0.380,-0.352,-0.253,-0.146,-0.370,-0.291,0.262,0.111,-0.284,-0.341,0.191,-0.185,0.8500
22.0450,-0.41877,-0.12360,-0.67803,0.57922,-0.11162,-0.96486,-0.51636,0.32269,-1.26367,0.44077,0.28386,-0.85999,0.380,-0.354,-0.253,-0.146,-0.372,-0.292,0.262,0.110,-0.284,-0.341,0.190,-0.185,0.8500
22.0500,-0.41877,-0.12130,-0.67802,0.57922,-0.10931,-0.96485,-0.51636,0.32499,-1.26366,0.44077,0.28616,-0.85999,0.380,-0.355,-0.254,-0.146,-0.373,-0.292,0.262,0.109,-0.284,-0.341,0.189,-0.185,0.8500
22.0550,-0.41877,-0.11895,-0.67802,0.57922,-0.10696,-0.96484,-0.51636,0.32733,-1.26366,0.44077,0.28851,-0.85998,0.380,-0.356,-0.254,-0.146,-0.375,-0.293,0.262,0.108,-0.285,-0.341,0.188,-0.186,0.8500
22.0600,-0.41877,-0.11656,-0.67801,0.57922,-0.10456,-0.96483,-0.51636,0.32971,-1.26365,0.44077,0.29089,-0.85997,0.380,-0.357,-0.254,-0.146,-0.376,-0.293,0.262,0.108,-0.285,-0.341,0.187,-0.186,0.8500
22.0650,-0.41877,-0.11413,-0.67800,0.57922,-0.10213,-0.96481,-0.51636,0.33212,-1.26364,0.44077,0.29332,-0.85997,0.380,-0.359,-0.255,-0.146,-0.377,-0.294,0.262,0.107,-0.285,-0.341,0.186,-0.187,0.8500
22.0700,-0.41877,-0.11166,-0.67799,0.57922,-0.09966,-0.96480,-0.51636,0.33458,-1.26363,0.44077,0.29578,-0.85996,0.380,-0.360,-0.255,-0.145,-0.378,-0.294,0.262,0.107,-0.286,-0.341,0.185,-0.187,0.8500
22.0750,-0.41877,-0.10915,-0.67797,0.57922,-0.09715,-0.96479,-0.51636,0.33707,-1.26363,0.44077,0.29828,-0.85995,0.380,-0.361,-0.256,-0.145,-0.379,-0.295,0.262,0.106,-0.286,-0.341,0.185,-0.187,0.8500
22.0800,-0.41877,-0.10662,-0.67796,0.57922,-0.09461,-0.96477,-0.51636,0.33959,-1.26362,0.44077,0.30081,-0.85994,0.380,-0.362,-0.256,-0.145,-0.380,-0.295,0.262,0.106,-0.286,-0.341,0.184,-0.188,0.8500
22.0850,-0.41877,-0.10405,-0.67795,0.57921,-0.09204,-0.96476,-0.51636,0.34214,-1.26361,0.44077,0.30337,-0.85993,0.380,-0.363,-0.257,-0.145,-0.381,-0.296,0.262,0.105,-0.287,-0.341,0.183,-0.188,0.8500
22.0900,-0.41877,-0.10145,-0.67794,0.57921,-0.08944,-0.96474,-0.51636,0.34472,-1.26360,0.44077,0.30596,-0.85992,0.380,-0.363,-0.257,-0.145,-0.382,-0.297,0.262,0.105,-0.287,-0.341,0.183,-0.188,0.8500
22.0950,-0.41877,-0.09883,-0.67792,0.57921,-0.08681,-0.96473,-0.51636,0.34733,-1.26359,0.44077,0.30857,-0.85991,0.380,-0.364,-0.258,-0.145,-0.383,-0.297,0.262,0.105,-0.288,-0.341,0.182,-0.189,0.8500
22.1000,-0.41877,-0.09618,-0.67791,0.57921,-0.08416,-0.96471,-0.51636,0.34997,-1.26358,0.44077,0.31121,-0.85990,0.380,-0.365,-0.259,-0.145,-0.384,-0.298,0.262,0.104,-0.288,-0.341,0.182,-0.189,0.8500
22.1050,-0.41877,-0.09351,-0.67789,0.57921,-0.08149,-0.96470,-0.51636,0.35262,-1.26357,0.44077,0.31387,-0.85989,0.380,-0.366,-0.259,-0.145,-0.385,-0.298,0.262,0.104,-0.288,-0.341,0.181,-0.189,0.8500
22.1100,-0.41877,-0.09082,-0.67788,0.57921,-0.07880,-0.96468,-0.51636,0.35530,-1.26356,0.44077,0.31656,-0.85988,0.380,-0.366,-0.260,-0.145,-0.385,-0.299,0.262,0.104,-0.289,-0.341,0.181,-0.190,0.8500
22.1150,-0.41877,-0.08811,-0.67786,0.57921,-0.07608,-0.96466,-0.51636,0.35799,-1.26354,0.44077,0.31926,-0.85987,0.380,-0.367,-0.260,-0.145,-0.386,-0.300,0.263,0.104,-0.289,-0.341,0.181,-0.190,0.8500
22.1200,-0.41877,-0.08539,-0.67785,0.57921,-0.07336,-0.96464,-0.51636,0.36070,-1.26353,0.44077,0.32197,-0.85986,0.380,-0.367,-0.261,-0.145,-0.387,-0.300,0.263,0.104,-0.289,-0.341,0.180,-0.191,0.8500
22.1250,-0.41877,-0.08265,-0.67783,0.57921,-0.07062,-0.96462,-0.51636,0.36342,-1.26352,0.44077,0.32470,-0.85985,0.380,-0.368,-0.261,-0.145,-0.387,-0.301,0.263,0.104,-0.290,-0.341,0.180,-0.191,0.8500
22.1300,-0.41877,-0.07990,-0.67781,0.57921,-0.06786,-0.96461,-0.51636,0.36616,-1.26351,0.44077,0.32745,-0.85983,0.380,-0.368,-0.262,-0.145,-0.388,-0.302,0.263,0.104,-0.290,-0.341,0.180,-0.191,0.8500
22.1350,-0.41877,-0.07714,-0.67780,0.57921,-0.06510,-0.96459,-0.51636,0.36890,-1.26350,0.44077,0.33020,-0.85982,0.380,-0.369,-0.262,-0.145,-0.389,-0.302,0.263,0.104,-0.290,-0.341,0.179,-0.192,0.8500
22.1400,-0.41877,-0.07437,-0.67778,0.57921,-0.06233,-0.96457,-0.51636,0.37165,-1.26349,0.44077,0.33296,-0.85981,0.380,-0.369,-0.263,-0.145,-0.389,-0.303,0.263,0.104,-0.291,-0.341,0.179,-0.192,0.8500
22.1450,-0.41877,-0.07160,-0.67776,0.57921,-0.05955,-0.96455,-0.51636,0.37441,-1.26348,0.44077,0.33572,-0.85980,0.380,-0.369,-0.264,-0.145,-0.390,-0.303,0.263,0.103,-0.291,-0.341,0.179,-0.192,0.8500
22.1500,-0.41877,-0.06883,-0.67775,0.57920,-0.05677,-0.96453,-0.51636,0.37717,-1.26346,0.44077,0.33849,-0.85979,0.380,-0.370,-0.264,-0.145,-0.390,-0.304,0.263,0.103,-0.292,-0.341,0.179,-0.193,0.8500
22.1550,-0.41877,-0.06605,-0.67773,0.57920,-0.05399,-0.96451,-0.51636,0.37993,-1.26345,0.44077,0.34126,-0.85978,0.380,-0.370,-0.265,-0.145,-0.391,-0.305,0.263,0.103,-0.292,-0.341,0.179,-0.193,0.8500
22.1600,-0.41877,-0.06328,-0.67771,0.57920,-0.05122,-0.96449,-0.51636,0.38270,-1.26344,0.44077,0.34402,-0.85976,0.380,-0.370,-0.265,-0.145,-0.391,-0.306,0.263,0.103,-0.292,-0.341,0.179,-0.194,0.8500
22.1650,-0.41877,-0.06051,-0.67769,0.57920,-0.04844,-0.96447,-0.51636,0.38545,-1.26343,0.44077,0.34679,-0.85975,0.380,-0.370,-0.266,-0.145,-0.392,-0.306,0.263,0.103,-0.293,-0.341,0.179,-0.194,0.8500
22.1700,-0.41877,-0.05775,-0.67767,0.57920,-0.04567,-0.96444,-0.51636,0.38821,-1.26342,0.44077,0.34955,-0.85974,0.380,-0.371,-0.266,-0.145,-0.392,-0.307,0.263,0.104,-0.293,-0.341,0.178,-0.194,0.8500
22.1750,-0.41877,-0.05499,-0.67766,0.57920,-0.04291,-0.96442,-0.51636,0.39095,-1.26340,0.44077,0.35230,-0.85973,0.380,-0.371,-0.267,-0.145,-0.392,-0.308,0.263,0.104,-0.293,-0.341,0.178,-0.195,0.8500
22.1800,-0.41877,-0.05224,-0.67764,0.57920,-0.04016,-0.96440,-0.51636,0.39369,-1.26339,0.44077,0.35504,-0.85971,0.380,-0.371,-0.268,-0.145,-0.393,-0.308,0.263,0.104,-0.294,-0.341,0.178,-0.195,0.8500
22.1850,-0.41877,-0.04951,-0.67762,0.57920,-0.03742,-0.96438,-0.51636,0.39641,-1.26338,0.44077,0.35777,-0.85970,0.380,-0.371,-0.268,-0.145,-0.393,-0.309,0.263,0.104,-0.294,-0.341,0.178,-0.196,0.8500
22.1900,-0.41877,-0.04679,-0.67760,0.57920,-0.03469,-0.96436,-0.51636,0.39912,-1.26337,0.44077,0.36048,-0.85969,0.380,-0.371,-0.269,-0.145,-0.394,-0.310,0.263,0.104,-0.295,-0.341,0.178,-0.196,0.8500
22.1950,-0.41876,-0.04409,-0.67758,0.57920,-0.03198,-0.96434,-0.51636,0.40182,-1.26336,0.44077,0.36318,-0.85968,0.380,-0.371,-0.269,-0.145,-0.394,-0.310,0.263,0.104,-0.295,-0.341,0.178,-0.196,0.8500
22.2000,-0.41876,-0.04140,-0.67756,0.57919,-0.02929,-0.96432,-0.51636,0.40449,-1.26334,0.44077,0.36586,-0.85967,0.380,-0.372,-0.270,-0.145,-0.394,-0.311,0.263,0.104,-0.295,-0.341,0.178,-0.197,0.8500
22.2050,-0.41876,-0.03874,-0.67754,0.57919,-0.02662,-0.96429,-0.51636,0.40715,-1.26333,0.44077,0.36852,-0.85965,0.380,-0.372,-0.270,-0.145,-0.395,-0.312,0.263,0.104,-0.296,-0.341,0.178,-0.197,0.8500
22.2100,-0.41876,-0.03610,-0.67753,0.57919,-0.02397,-0.96427,-0.51636,0.40978,-1.26332,0.44077,0.37116,-0.85964,0.380,-0.372,-0.271,-0.145,-0.395,-0.312,0.263,0.104,-0.296,-0.341,0.178,-0.197,0.8500
22.2150,-0.41876,-0.03348,-0.67751,0.57919,-0.02135,-0.96425,-0.51636,0.41239,-1.26331,0.44078,0.37377,-0.85963,0.380,-0.372,-0.272,-0.145,-0.395,-0.313,0.263,0.104,-0.296,-0.341,0.178,-0.198,0.8500
22.2200,-0.41876,-0.03089,-0.67749,0.57919,-0.01875,-0.96423,-0.51636,0.41497,-1.26330,0.44078,0.37636,-0.85962,0.380,-0.372,-0.272,-0.145,-0.395,-0.314,0.263,0.104,-0.297,-0.341,0.178,-0.198,0.8500
22.2250,-0.41876,-0.02833,-0.67747,0.57919,-0.01619,-0.96421,-0.51636,0.41752,-1.26328,0.44078,0.37891,-0.85960,0.380,-0.372,-0.273,-0.144,-0.396,-0.314,0.263,0.104,-0.297,-0.341,0.178,-0.198,0.8500
22.2300,-0.41876,-0.02580,-0.67745,0.57919,-0.01365,-0.96418,-0.51636,0.42004,-1.26327,0.44078,0.38144,-0.85959,0.380,-0.372,-0.273,-0.144,-0.396,-0.315,0.263,0.105,-0.297,-0.341,0.178,-0.199,0.8500
22.2350,-0.41876,-0.02330,-0.67743,0.57919,-0.01115,-0.96416,-0.51636,0.42253,-1.26326,0.44078,0.38393,-0.85958,0.380,-0.372,-0.274,-0.144,-0.396,-0.315,0.263,0.105,-0.298,-0.341,0.178,-0.199,0.8500
22.2400,-0.41876,-0.02084,-0.67741,0.57918,-0.00868,-0.96414,-0.51636,0.42499,-1.26325,0.44078,0.38639,-0.85957,0.380,-0.372,-0.274,-0.144,-0.396,-0.316,0.263,0.105,-0.298,-0.341,0.178,-0.199,0.8500
22.2450,-0.41876,-0.01841,-0.67739,0.57918,-0.00625,-0.96412,-0.51636,0.42741,-1.26324,0.44078,0.38881,-0.85956,0.380,-0.372,-0.275,-0.144,-0.396,-0.317,0.263,0.105,-0.298,-0.341,0.178,-0.200,0.8500
22.2500,-0.41872,-0.01602,-0.67738,0.57914,-0.00387,-0.96410,-0.51636,0.42979,-1.26322,0.44078,0.39120,-0.85954,0.367,-0.374,-0.275,-0.130,-0.392,-0.316,0.263,0.105,-0.299,-0.341,0.178,-0.200,0.8500
22.2550,-0.41863,-0.01366,-0.67736,0.57904,-0.00154,-0.96409,-0.51636,0.43212,-1.26321,0.44078,0.39354,-0.85953,0.353,-0.376,-0.275,-0.114,-0.388,-0.315,0.263,0.106,-0.299,-0.341,0.178,-0.201,0.8500
22.2600,-0.41851,-0.01134,-0.67735,0.57890,0.00073,-0.96409,-0.51636,0.43442,-1.26320,0.44078,0.39584,-0.85952,0.341,-0.377,-0.275,-0.101,-0.384,-0.314,0.263,0.106,-0.299,-0.341,0.179,-0.201,0.8500
22.2650,-0.41835,-0.00907,-0.67733,0.57873,0.00294,-0.96408,-0.51636,0.43667,-1.26319,0.44078,0.39810,-0.85951,0.331,-0.377,-0.276,-0.090,-0.381,-0.313,0.263,0.106,-0.300,-0.341,0.179,-0.201,0.8500
22.2700,-0.41818,-0.00684,-0.67732,0.57854,0.00510,-0.96408,-0.51636,0.43888,-1.26318,0.44078,0.40031,-0.85950,0.321,-0.378,-0.277,-0.080,-0.378,-0.313,0.263,0.106,-0.300,-0.341,0.179,-0.202,0.8500
22.2750,-0.41799,-0.00466,-0.67730,0.57833,0.00721,-0.96408,-0.51636,0.44104,-1.26317,0.44078,0.40247,-0.85948,0.313,-0.378,-0.277,-0.072,-0.375,-0.313,0.263,0.107,-0.300,-0.341,0.179,-0.202,0.8500
22.2800,-0.41780,-0.00253,-0.67728,0.57813,0.00927,-0.96408,-0.51636,0.44315,-1.26316,0.44078,0.40459,-0.85947,0.307,-0.378,-0.278,-0.065,-0.373,-0.313,0.263,0.107,-0.301,-0.341,0.179,-0.202,0.8500
22.2850,-0.41761,-0.00045,-0.67727,0.57792,0.01128,-0.96408,-0.51636,0.44520,-1.26315,0.44078,0.40665,-0.85946,0.301,-0.378,-0.278,-0.059,-0.371,-0.312,0.263,0.107,-0.301,-0.341,0.179,-0.202,0.8500
22.2900,-0.41742,0.00157,-0.67725,0.57772,0.01323,-0.96409,-0.51636,0.44721,-1.26313,0.44078,0.40866,-0.85945,0.295,-0.378,-0.279,-0.054,-0.369,-0.312,0.263,0.108,-0.301,-0.341,0.179,-0.203,0.8500
22.2950,-0.41723,0.00354,-0.67723,0.57753,0.01513,-0.96409,-0.51637,0.44916,-1.26312,0.44078,0.41061,-0.85944,0.291,-0.378,-0.279,-0.050,-0.367,-0.312,0.263,0.108,-0.302,-0.341,0.180,-0.203,0.8500
22.3000,-0.41705,0.00545,-0.67722,0.57734,0.01697,-0.96409,-0.51637,0.45105,-1.26311,0.44078,0.41251,-0.85943,0.287,-0.378,-0.280,-0.046,-0.365,-0.312,0.263,0.108,-0.302,-0.341,0.180,-0.203,0.8500
22.3050,-0.41688,0.00731,-0.67720,0.57716,0.01875,-0.96409,-0.51637,0.45289,-1.26310,0.44078,0.41435,-0.85942,0.283,-0.378,-0.280,-0.043,-0.363,-0.312,0.263,0.109,-0.302,-0.341,0.180,-0.204,0.8500
22.3100,-0.41671,0.00910,-0.67718,0.57700,0.02048,-0.96410,-0.51637,0.45466,-1.26309,0.44078,0.41613,-0.85941,0.280,-0.378,-0.281,-0.040,-0.362,-0.312,0.263,0.109,-0.302,-0.341,0.180,-0.204,0.8500
22.3150,-0.41656,0.01083,-0.67717,0.57684,0.02215,-0.96410,-0.51637,0.45638,-1.26308,0.44078,0.41785,-0.85940,0.278,-0.378,-0.281,-0.038,-0.360,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.204,0.8500
22.3200,-0.41641,0.01250,-0.67715,0.57669,0.02376,-0.96410,-0.51637,0.45804,-1.26307,0.44078,0.41951,-0.85939,0.276,-0.378,-0.281,-0.036,-0.359,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.205,0.8500
22.3250,-0.41627,0.01411,-0.67714,0.57656,0.02531,-0.96411,-0.51637,0.45963,-1.26306,0.44078,0.42111,-0.85938,0.274,-0.378,-0.282,-0.035,-0.358,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.205,0.8500
22.3300,-0.41614,0.01565,-0.67712,0.57643,0.02679,-0.96411,-0.51637,0.46115,-1.26306,0.44078,0.42264,-0.85937,0.272,-0.378,-0.282,-0.034,-0.356,-0.311,0.263,0.111,-0.303,-0.341,0.182,-0.205,0.8500
22.3350,-0.41602,0.01713,-0.67711,0.57632,0.02821,-0.96411,-0.51637,0.46262,-1.26305,0.44078,0.42411,-0.85936,0.271,-0.378,-0.283,-0.033,-0.355,-0.311,0.263,0.111,-0.304,-0.341,0.182,-0.205,0.8500
22.3400,-0.41591,0.01854,-0.67709,0.57622,0.02957,-0.96412,-0.51637,0.46401,-1.26304,0.44078,0.42550,-0.85935,0.270,-0.378,-0.283,-0.032,-0.354,-0.311,0.263,0.112,-0.304,-0.341,0.182,-0.206,0.8500
22.3450,-0.41581,0.01989,-0.67708,0.57612,0.03086,-0.96412,-0.51637,0.46534,-1.26303,0.44078,0.42683,-0.85934,0.269,-0.378,-0.284,-0.031,-0.353,-0.311,0.263,0.112,-0.304,-0.341,0.183,-0.206,0.8500
22.3500,-0.41572,0.02116,-0.67706,0.57604,0.03208,-0.96412,-0.51637,0.46659,-1.26302,0.44078,0.42810,-0.85933,0.268,-0.378,-0.284,-0.031,-0.352,-0.311,0.263,0.113,-0.304,-0.341,0.183,-0.206,0.8500
22.3550,-0.41564,0.02237,-0.67705,0.57597,0.03324,-0.96413,-0.51637,0.46778,-1.26301,0.44078,0.42929,-0.85932,0.268,-0.379,-0.284,-0.031,-0.351,-0.311,0.263,0.113,-0.304,-0.341,0.183,-0.206,0.8500
22.3600,-0.41557,0.02350,-0.67703,0.57590,0.03433,-0.96413,-0.51637,0.46890,-1.26300,0.44078,0.43041,-0.85931,0.268,-0.379,-0.285,-0.031,-0.351,-0.310,0.263,0.114,-0.305,-0.341,0.184,-0.207,0.8500
22.3650,-0.41550,0.02456,-0.67702,0.57585,0.03535,-0.96414,-0.51637,0.46994,-1.26300,0.44078,0.43145,-0.85930,0.268,-0.379,-0.285,-0.032,-0.350,-0.310,0.263,0.114,-0.305,-0.341,0.184,-0.207,0.8500
22.3700,-0.41544,0.02555,-0.67700,0.57580,0.03629,-0.96414,-0.51637,0.47091,-1.26299,0.44078,0.43243,-0.85929,0.268,-0.379,-0.286,-0.032,-0.349,-0.310,0.263,0.115,-0.305,-0.341,0.185,-0.207,0.8500
22.3750,-0.41539,0.02647,-0.67699,0.57576,0.03717,-0.96414,-0.51637,0.47181,-1.26298,0.44078,0.43333,-0.85928,0.268,-0.379,-0.286,-0.033,-0.349,-0.310,0.263,0.115,-0.305,-0.341,0.185,-0.207,0.8500
22.3800,-0.41535,0.02731,-0.67697,0.57573,0.03798,-0.96414,-0.51637,0.47263,-1.26297,0.44078,0.43416,-0.85927,0.269,-0.379,-0.287,-0.034,-0.348,-0.310,0.263,0.116,-0.305,-0.341,0.186,-0.207,0.8500
22.3850,-0.41532,0.02808,-0.67696,0.57570,0.03871,-0.96415,-0.51637,0.47338,-1.26297,0.44078,0.43491,-0.85927,0.270,-0.379,-0.287,-0.035,-0.347,-0.310,0.263,0.116,-0.305,-0.341,0.186,-0.208,0.8500
22.3900,-0.41530,0.02877,-0.67694,0.57569,0.03937,-0.96415,-0.51637,0.47406,-1.26296,0.44078,0.43559,-0.85926,0.271,-0.379,-0.288,-0.036,-0.347,-0.310,0.263,0.117,-0.306,-0.341,0.187,-0.208,0.8500
22.3950,-0.41528,0.02939,-0.67693,0.57568,0.03995,-0.96415,-0.51637,0.47465,-1.26295,0.44078,0.43619,-0.85925,0.272,-0.379,-0.288,-0.037,-0.346,-0.310,0.263,0.118,-0.306,-0.341,0.187,-0.208,0.8500
22.4000,-0.41527,0.02993,-0.67691,0.57567,0.04046,-0.96415,-0.51637,0.47517,-1.26295,0.44078,0.43671,-0.85924,0.273,-0.379,-0.289,-0.038,-0.346,-0.310,0.263,0.118,-0.306,-0.341,0.188,-0.208,0.8500
22.4050,-0.41526,0.03039,-0.67690,0.57567,0.04090,-0.96415,-0.51637,0.47562,-1.26294,0.44078,0.43715,-0.85924,0.274,-0.379,-0.289,-0.038,-0.346,-0.311,0.263,0.119,-0.306,-0.341,0.188,-0.208,0.8500
22.4100,-0.41526,0.03078,-0.67688,0.57566,0.04126,-0.96415,-0.51637,0.47598,-1.26293,0.44078,0.43752,-0.85923,0.274,-0.379,-0.290,-0.039,-0.346,-0.311,0.263,0.119,-0.306,-0.341,0.189,-0.208,0.8500
22.4150,-0.41526,0.03109,-0.67686,0.57566,0.04155,-0.96415,-0.51637,0.47627,-1.26293,0.44078,0.43781,-0.85922,0.275,-0.379,-0.290,-0.039,-0.346,-0.312,0.263,0.120,-0.306,-0.341,0.190,-0.209,0.8500
22.4200,-0.41526,0.03132,-0.67685,0.57567,0.04176,-0.96414,-0.51637,0.47648,-1.26292,0.44078,0.43803,-0.85922,0.276,-0.380,-0.291,-0.040,-0.347,-0.312,0.263,0.121,-0.306,-0.341,0.190,-0.209,0.8500
22.4250,-0.41526,0.03148,-0.67683,0.57568,0.04190,-0.96414,-0.51637,0.47662,-1.26292,0.44078,0.43816,-0.85921,0.277,-0.380,-0.292,-0.042,-0.347,-0.312,0.263,0.121,-0.306,-0.341,0.190,-0.209,0.8500
22.4300,-0.41528,0.03156,-0.67682,0.57569,0.04198,-0.96414,-0.51637,0.47669,-1.26292,0.44078,0.43824,-0.85921,0.278,-0.384,-0.291,-0.044,-0.352,-0.311,0.263,0.116,-0.305,-0.341,0.186,-0.207,0.8500
22.4350,-0.41529,0.03160,-0.67681,0.57571,0.04200,-0.96414,-0.51637,0.47671,-1.26292,0.44078,0.43825,-0.85921,0.280,-0.390,-0.290,-0.045,-0.357,-0.310,0.263,0.110,-0.304,-0.341,0.181,-0.206,0.8500
22.4400,-0.41531,0.03157,-0.67680,0.57574,0.04195,-0.96415,-0.51637,0.47666,-1.26292,0.44078,0.43820,-0.85922,0.282,-0.395,-0.290,-0.047,-0.362,-0.310,0.263,0.106,-0.304,-0.341,0.177,-0.206,0.8500
22.4450,-0.41534,0.03147,-0.67679,0.57577,0.04185,-0.96415,-0.51637,0.47655,-1.26293,0.44078,0.43808,-0.85922,0.284,-0.400,-0.291,-0.050,-0.366,-0.310,0.263,0.101,-0.304,-0.341,0.173,-0.206,0.8500
22.4500,-0.41537,0.03131,-0.67678,0.57581,0.04167,-0.96416,-0.51637,0.47637,-1.26293,0.44078,0.43790,-0.85923,0.286,-0.404,-0.291,-0.052,-0.370,-0.310,0.263,0.098,-0.304,-0.341,0.170,-0.206,0.8500
22.4550,-0.41541,0.03107,-0.67677,0.57585,0.04143,-0.96416,-0.51637,0.47612,-1.26293,0.44078,0.43764,-0.85923,0.288,-0.408,-0.292,-0.055,-0.374,-0.311,0.263,0.094,-0.305,-0.341,0.166,-0.207,0.8500
22.4600,-0.41545,0.03077,-0.67676,0.57590,0.04111,-0.96415,-0.51637,0.47580,-1.26293,0.44078,0.43732,-0.85923,0.291,-0.412,-0.293,-0.059,-0.378,-0.311,0.263,0.091,-0.305,-0.341,0.163,-0.207,0.8500
22.4650,-0.41550,0.03038,-0.67674,0.57596,0.04072,-0.96415,-0.51637,0.47540,-1.26293,0.44078,0.43691,-0.85923,0.294,-0.415,-0.294,-0.062,-0.381,-0.312,0.263,0.089,-0.306,-0.341,0.161,-0.207,0.8500
22.4700,-0.41555,0.02993,-0.67672,0.57603,0.04026,-0.96414,-0.51637,0.47493,-1.26292,0.44078,0.43643,-0.85922,0.297,-0.418,-0.295,-0.066,-0.384,-0.312,0.263,0.087,-0.306,-0.341,0.159,-0.208,0.8500
22.4750,-0.41562,0.02939,-0.67671,0.57610,0.03972,-0.96414,-0.51637,0.47437,-1.26292,0.44078,0.43588,-0.85922,0.301,-0.420,-0.295,-0.070,-0.386,-0.313,0.263,0.085,-0.306,-0.341,0.157,-0.208,0.8500
22.4800,-0.41569,0.02878,-0.67669,0.57618,0.03910,-0.96413,-0.51637,0.47374,-1.26291,0.44078,0.43525,-0.85921,0.304,-0.422,-0.296,-0.074,-0.388,-0.313,0.263,0.084,-0.307,-0.341,0.155,-0.209,0.8500
22.4850,-0.41576,0.02809,-0.67667,0.57627,0.03841,-0.96412,-0.51637,0.47303,-1.26291,0.44078,0.43453,-0.85921,0.308,-0.424,-0.297,-0.078,-0.390,-0.314,0.263,0.083,-0.307,-0.341,0.154,-0.209,0.8500
22.4900,-0.41584,0.02732,-0.67665,0.57636,0.03764,-0.96411,-0.51637,0.47224,-1.26290,0.44078,0.43375,-0.85920,0.312,-0.425,-0.298,-0.083,-0.392,-0.315,0.263,0.082,-0.307,-0.341,0.153,-0.209,0.8500
