t,phase,age_ms,grav_z,base_z,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,dq_FL_abad,dq_FL_thigh,dq_FL_calf,dq_FR_abad,dq_FR_thigh,dq_FR_calf,dq_RL_abad,dq_RL_thigh,dq_RL_calf,dq_RR_abad,dq_RR_thigh,dq_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,kp,kd
0.2350,settle,0.6,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38893,-1.27327,0.42788,0.34444,-0.86612,0.0195,0.0195,0.0195,0.0195,-0.0195,-0.0195,0.0586,0.1368,0.0195,-0.0195,-0.1368,-0.0195,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38893,-1.27327,0.42788,0.34444,-0.86612,0.110,0.183,0.110,0.037,-0.110,-0.110,-0.183,0.256,0.256,-0.110,-0.110,-0.037,0.00,3.000
0.2400,settle,0.6,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97448,-0.50384,0.38889,-1.27318,0.42788,0.34447,-0.86607,0.0195,0.1368,0.0195,0.0586,0.0195,-0.0195,-0.0195,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97448,-0.50384,0.38889,-1.27318,0.42788,0.34447,-0.86607,0.037,0.183,0.183,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.183,-0.110,-0.256,0.00,3.000
0.2450,settle,0.6,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57601,-0.07973,-0.97448,-0.50392,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.0195,0.0195,-0.0586,-0.1368,-0.1368,0.0586,-0.0195,0.0195,-0.0586,-0.0195,-0.0977,-0.0586,-0.40740,-0.08521,-0.68661,0.57601,-0.07973,-0.97448,-0.50392,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.110,0.037,0.110,0.183,-0.183,0.037,-0.110,0.110,0.110,-0.110,-0.037,-0.110,0.00,3.000
0.2500,settle,0.6,-0.9998,nan,-0.40740,-0.08517,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,-0.0586,-0.0977,0.0195,-0.1368,0.0195,-0.0586,-0.0195,0.0586,0.0977,0.0977,-0.0586,-0.0195,-0.40740,-0.08517,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,0.110,0.110,0.110,0.037,-0.110,-0.183,-0.110,0.110,0.110,-0.037,-0.110,-0.256,0.00,3.000
0.2550,settle,0.5,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57590,-0.07973,-0.97451,-0.50392,0.38889,-1.27318,0.42788,0.34447,-0.86607,-0.0586,0.0195,-0.0586,0.1368,-0.1368,-0.0195,-0.0195,0.1758,0.0195,0.0977,-0.0195,-0.0195,-0.40740,-0.08521,-0.68670,0.57590,-0.07973,-0.97451,-0.50392,0.38889,-1.27318,0.42788,0.34447,-0.86607,0.037,0.110,0.110,0.110,-0.110,-0.037,-0.183,0.110,0.110,-0.037,-0.183,-0.256,0.00,3.000
0.2600,settle,0.5,-0.9998,nan,-0.40740,-0.08532,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.0977,-0.0195,0.0195,-0.0977,-0.0195,-0.0586,-0.0195,0.0195,0.0195,-0.0195,-0.0977,0.0195,-0.40740,-0.08532,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.110,0.110,0.110,0.256,-0.110,-0.256,-0.256,0.110,0.110,-0.110,-0.110,-0.183,0.00,3.000
0.2650,settle,0.4,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,0.0586,0.0586,-0.0586,0.0586,-0.0977,0.0195,-0.0195,0.0586,0.0195,-0.0195,-0.0977,-0.0195,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,0.037,0.110,0.110,0.183,-0.256,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.2700,settle,0.4,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27318,0.42799,0.34447,-0.86607,-0.0586,0.0195,0.0195,0.1368,-0.0586,0.0586,-0.0195,-0.0195,0.0195,-0.0586,-0.0195,0.0195,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27318,0.42799,0.34447,-0.86607,0.110,0.183,0.110,0.110,-0.037,-0.110,-0.110,0.110,0.110,-0.037,-0.183,-0.110,0.00,3.000
0.2750,settle,0.4,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97451,-0.50384,0.38889,-1.27327,0.42788,0.34455,-0.86607,0.0195,0.0195,0.0195,-0.0586,-0.0195,0.0586,-0.0195,-0.0977,0.0586,0.0195,-0.0586,-0.0195,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97451,-0.50384,0.38889,-1.27327,0.42788,0.34455,-0.86607,0.183,0.110,0.110,0.183,-0.037,0.037,-0.037,0.256,0.110,-0.183,-0.037,-0.256,0.00,3.000
0.2800,settle,0.4,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07973,-0.97448,-0.50384,0.38893,-1.27327,0.42791,0.34447,-0.86601,0.0195,0.0195,-0.0586,-0.0586,0.0195,-0.0195,-0.0195,0.0195,0.0195,-0.0195,0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07973,-0.97448,-0.50384,0.38893,-1.27327,0.42791,0.34447,-0.86601,0.110,0.330,0.110,0.110,-0.256,-0.110,-0.110,0.110,0.110,-0.183,-0.110,-0.256,0.00,3.000
0.2850,settle,0.4,-0.9998,nan,-0.40740,-0.08532,-0.68661,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,-0.0586,-0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0195,0.0195,0.0195,-0.0977,-0.0977,0.0195,-0.40740,-0.08532,-0.68661,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.110,0.110,0.110,0.183,-0.110,-0.330,-0.037,0.110,0.110,-0.110,-0.110,0.037,0.00,3.000
0.2900,settle,0.3,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0195,0.0195,-0.0586,0.0195,0.0195,-0.0586,-0.0195,0.0195,0.0195,0.0586,-0.0195,-0.0586,-0.40740,-0.08521,-0.68661,0.57593,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.037,0.110,0.183,0.183,-0.256,-0.256,-0.110,0.256,0.110,-0.183,-0.110,-0.037,0.00,3.000
0.2950,settle,0.3,-0.9998,nan,-0.40740,-0.08532,-0.68670,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.0195,-0.0977,0.0195,-0.0195,0.0586,-0.0195,-0.0195,-0.0195,-0.0195,-0.0195,-0.0977,0.0195,-0.40740,-0.08532,-0.68670,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.183,0.183,0.110,0.183,-0.037,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,0.00,3.000
0.3000,settle,0.3,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.0195,0.0586,0.0195,-0.0195,-0.0195,0.0195,-0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.0586,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.110,0.037,0.110,0.183,-0.110,-0.110,-0.183,0.110,0.110,-0.110,-0.110,0.037,0.00,3.000
0.3050,settle,0.3,-0.9998,nan,-0.40740,-0.08517,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.0195,0.0195,-0.0586,0.0195,-0.0977,-0.0195,-0.0195,0.0195,-0.0586,-0.0195,-0.0586,-0.0586,-0.40740,-0.08517,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.183,0.183,0.110,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,0.037,0.00,3.000
0.3100,settle,0.3,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97451,-0.50392,0.38889,-1.27327,0.42788,0.34444,-0.86607,0.0195,0.0586,0.0195,0.1368,-0.0977,-0.1368,-0.0195,0.0586,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57590,-0.07969,-0.97451,-0.50392,0.38889,-1.27327,0.42788,0.34444,-0.86607,0.110,0.183,0.110,0.183,-0.037,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,0.00,3.000
0.3150,settle,0.2,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07973,-0.97457,-0.50384,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.0195,0.0195,0.0195,0.1368,-0.0977,0.0195,-0.0977,-0.0195,0.0195,0.0195,-0.0977,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07973,-0.97457,-0.50384,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.110,0.183,0.110,0.037,-0.110,-0.110,-0.256,0.110,0.110,-0.110,-0.183,-0.037,0.00,3.000
0.3200,settle,0.2,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.0195,0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0195,0.0195,-0.0195,-0.0586,-0.0195,-0.0586,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.183,0.037,0.110,0.183,-0.183,-0.110,-0.110,0.183,0.183,-0.110,-0.183,-0.183,0.00,3.000
0.3250,settle,0.2,-0.9998,nan,-0.40748,-0.08521,-0.68661,0.57601,-0.07973,-0.97457,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,-0.0195,0.1368,-0.0586,0.1758,-0.1368,-0.0195,-0.0195,0.0195,-0.0195,-0.0586,-0.0977,-0.0195,-0.40748,-0.08521,-0.68661,0.57601,-0.07973,-0.97457,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.183,0.110,0.110,0.183,-0.110,-0.037,-0.256,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.3300,settle,0.2,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38878,-1.27327,0.42791,0.34447,-0.86607,0.0195,0.0195,0.0195,0.1368,-0.0586,0.0195,-0.0977,0.1368,0.0586,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38878,-1.27327,0.42791,0.34447,-0.86607,0.183,0.110,0.183,0.183,-0.183,-0.183,-0.110,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.3350,settle,0.2,-0.9998,nan,-0.40740,-0.08517,-0.68661,0.57590,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34455,-0.86598,0.0195,0.0195,0.0195,0.0586,-0.0195,0.0195,-0.0195,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08517,-0.68661,0.57590,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34455,-0.86598,0.037,0.110,0.110,0.183,-0.110,-0.110,-0.037,0.110,0.110,-0.110,-0.110,-0.256,0.00,3.000
0.3400,settle,0.1,-0.9998,nan,-0.40740,-0.08532,-0.68670,0.57593,-0.07969,-0.97448,-0.50392,0.38893,-1.27327,0.42791,0.34447,-0.86607,0.0195,0.0195,0.0195,0.0195,-0.0977,-0.0586,-0.0195,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08532,-0.68670,0.57593,-0.07969,-0.97448,-0.50392,0.38893,-1.27327,0.42791,0.34447,-0.86607,0.110,0.183,0.183,0.183,-0.110,-0.110,-0.256,0.110,0.110,-0.110,-0.110,-0.256,0.00,3.000
0.3450,settle,0.1,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57601,-0.07969,-0.97457,-0.50384,0.38882,-1.27327,0.42780,0.34455,-0.86607,-0.0195,-0.0195,0.0195,0.0586,0.0195,-0.0195,-0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57601,-0.07969,-0.97457,-0.50384,0.38882,-1.27327,0.42780,0.34455,-0.86607,0.110,0.110,0.183,0.037,-0.110,-0.110,-0.183,0.110,0.110,-0.110,-0.183,-0.256,0.00,3.000
0.3500,settle,0.1,-0.9998,nan,-0.40744,-0.08521,-0.68661,0.57604,-0.07969,-0.97457,-0.50384,0.38893,-1.27318,0.42788,0.34447,-0.86607,0.0195,0.0195,0.0977,0.0195,-0.0195,0.0586,-0.0195,0.0195,-0.0586,-0.0586,0.0586,-0.0195,-0.40744,-0.08521,-0.68661,0.57604,-0.07969,-0.97457,-0.50384,0.38893,-1.27318,0.42788,0.34447,-0.86607,0.110,0.110,0.183,0.183,-0.256,-0.183,-0.110,0.110,0.110,-0.110,-0.037,-0.256,0.00,3.000
0.3550,settle,0.1,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07980,-0.97459,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0977,0.0195,0.0977,0.0586,0.0195,-0.0586,-0.0977,-0.0195,-0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57593,-0.07980,-0.97459,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.183,0.110,0.183,0.256,-0.037,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.256,0.00,3.000
0.3600,settle,0.1,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57590,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0195,-0.0195,0.0195,-0.0977,-0.0977,-0.0586,-0.0195,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57590,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.110,0.110,0.110,0.183,-0.183,-0.183,-0.110,0.256,0.110,-0.110,-0.110,-0.256,0.00,3.000
0.3650,settle,0.1,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07962,-0.97451,-0.50392,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0195,-0.0195,0.0195,0.0195,-0.0586,-0.1368,-0.0195,0.0586,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07962,-0.97451,-0.50392,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.183,0.037,0.110,0.183,-0.110,-0.110,-0.183,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.3700,settle,0.1,-0.9998,nan,-0.40748,-0.08517,-0.68661,0.57590,-0.07962,-0.97451,-0.50392,0.38889,-1.27329,0.42788,0.34447,-0.86607,0.0195,0.0195,0.0195,0.0195,-0.0195,-0.0195,0.0586,0.0195,0.0195,-0.0586,-0.1368,-0.0195,-0.40748,-0.08517,-0.68661,0.57590,-0.07962,-0.97451,-0.50392,0.38889,-1.27329,0.42788,0.34447,-0.86607,0.110,0.110,0.110,0.183,-0.110,-0.037,-0.037,0.110,0.110,-0.110,-0.183,-0.256,0.00,3.000
0.3750,settle,1.0,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07965,-0.97448,-0.50392,0.38889,-1.27327,0.42788,0.34458,-0.86607,0.0195,0.0195,0.0195,0.0977,0.0586,-0.0195,-0.0195,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57593,-0.07965,-0.97448,-0.50392,0.38889,-1.27327,0.42788,0.34458,-0.86607,0.110,0.110,0.110,0.183,-0.183,-0.330,-0.110,0.183,0.110,-0.110,-0.110,-0.037,0.00,3.000
0.3800,settle,1.0,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57590,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0195,0.0195,0.0977,0.1368,-0.0586,-0.0977,-0.0195,0.0586,0.0195,-0.0195,0.0195,-0.0195,-0.40740,-0.08521,-0.68670,0.57590,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.183,0.183,0.110,0.037,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,0.00,3.000
0.3850,settle,1.0,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57604,-0.07965,-0.97448,-0.50384,0.38878,-1.27327,0.42788,0.34455,-0.86607,0.0195,0.0586,0.0977,0.1368,-0.0195,-0.0586,-0.0195,0.0195,0.0195,-0.0195,0.0586,-0.0195,-0.40740,-0.08521,-0.68670,0.57604,-0.07965,-0.97448,-0.50384,0.38878,-1.27327,0.42788,0.34455,-0.86607,0.037,0.110,0.110,0.110,-0.037,-0.183,-0.037,0.110,0.110,-0.183,-0.110,-0.037,0.00,3.000
0.3900,settle,0.9,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57590,-0.07969,-0.97448,-0.50392,0.38889,-1.27321,0.42791,0.34455,-0.86607,0.0195,-0.0977,0.0977,0.1368,-0.0586,-0.0977,-0.0195,0.0586,0.0586,-0.0195,0.0195,-0.0195,-0.40740,-0.08521,-0.68670,0.57590,-0.07969,-0.97448,-0.50392,0.38889,-1.27321,0.42791,0.34455,-0.86607,0.037,0.256,0.110,0.183,-0.110,-0.110,-0.037,0.110,0.183,-0.110,-0.110,-0.037,0.00,3.000
0.3950,settle,0.9,-0.9998,nan,-0.40737,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27321,0.42791,0.34447,-0.86607,0.0195,0.0195,0.0977,0.1368,-0.0195,-0.0586,-0.0195,0.0586,0.0586,-0.0195,-0.0977,-0.0195,-0.40737,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27321,0.42791,0.34447,-0.86607,0.183,0.110,0.110,0.183,-0.183,-0.110,-0.037,0.183,0.183,-0.110,-0.110,-0.037,0.00,3.000
0.4000,settle,0.9,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57590,-0.07965,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34455,-0.86607,0.0195,-0.0195,0.0977,-0.0195,-0.0195,0.0195,-0.0195,0.0195,0.0586,-0.0195,-0.0977,0.0195,-0.40740,-0.08521,-0.68670,0.57590,-0.07965,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34455,-0.86607,0.110,0.256,0.110,0.183,-0.183,-0.110,-0.037,0.037,0.183,-0.110,-0.183,-0.110,0.00,3.000
0.4050,settle,0.9,-0.9998,nan,-0.40740,-0.08532,-0.68670,0.57604,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.0195,0.0195,0.0977,0.0586,-0.0195,0.0195,-0.0195,0.0195,-0.0977,-0.0195,-0.0977,0.0586,-0.40740,-0.08532,-0.68670,0.57604,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86607,0.183,0.037,0.110,0.110,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.4100,settle,0.9,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34451,-0.86607,0.0195,0.0195,0.0977,0.0977,-0.0586,0.0195,-0.0195,0.0195,-0.0977,-0.0195,0.0195,0.0586,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34451,-0.86607,0.110,0.183,0.110,0.256,-0.183,-0.110,-0.183,0.110,0.110,-0.110,-0.110,-0.330,0.00,3.000
0.4150,settle,0.8,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57601,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.0195,-0.0586,-0.0586,0.0195,-0.0977,-0.0586,0.0586,0.0195,0.0195,-0.0195,-0.0977,0.0586,-0.40740,-0.08521,-0.68670,0.57601,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.110,0.110,0.037,0.110,-0.183,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.330,0.00,3.000
0.4200,settle,0.8,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.0195,-0.0977,-0.0586,0.1368,-0.0195,-0.0195,-0.0977,0.0195,0.0195,0.0195,0.0586,0.0586,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.183,0.110,0.037,0.037,-0.110,-0.110,-0.256,0.110,0.110,-0.183,-0.183,-0.330,0.00,3.000
0.4250,settle,0.8,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97457,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.0195,0.0195,-0.0586,-0.0195,-0.0977,0.0586,-0.0195,-0.0977,0.0195,0.0195,-0.0195,0.0586,-0.40740,-0.08521,-0.68670,0.57593,-0.07973,-0.97457,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.110,0.183,0.037,0.183,-0.037,-0.110,-0.110,0.110,0.110,-0.183,-0.183,-0.330,0.00,3.000
0.4300,settle,0.8,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.0195,0.0195,0.0195,0.0586,0.0195,-0.0195,-0.0977,0.0195,0.0195,0.0195,-0.0586,0.0586,-0.40740,-0.08521,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42791,0.34444,-0.86607,0.110,0.110,0.183,0.183,-0.183,-0.037,-0.110,0.110,0.110,-0.183,-0.110,-0.330,0.00,3.000
0.4350,settle,0.7,-0.9998,nan,-0.40744,-0.08521,-0.68661,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.0195,0.0195,-0.0586,0.0586,0.0195,-0.0195,0.0586,-0.1368,0.0977,0.0195,0.0195,0.0195,-0.40744,-0.08521,-0.68661,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27318,0.42791,0.34447,-0.86607,0.110,0.110,0.183,0.183,-0.037,-0.110,-0.110,0.110,0.183,-0.183,-0.183,-0.110,0.00,3.000
0.4400,settle,0.7,-0.9998,nan,-0.40748,-0.08514,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,-0.0195,0.0195,-0.0586,0.0195,-0.0195,0.0195,-0.0195,0.0586,0.0195,0.0195,-0.0195,0.0195,-0.40748,-0.08514,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86607,0.110,0.183,0.183,0.037,-0.110,-0.330,-0.183,0.183,0.110,-0.183,-0.183,-0.110,0.00,3.000
0.4450,settle,0.7,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86612,-0.0195,0.0195,0.0977,-0.1368,-0.0586,-0.0586,0.0586,-0.0586,0.0195,0.0195,0.0586,-0.0195,-0.40740,-0.08521,-0.68661,0.57593,-0.07973,-0.97451,-0.50384,0.38889,-1.27327,0.42791,0.34447,-0.86612,0.183,0.183,0.037,0.110,-0.110,-0.037,-0.183,0.110,0.183,-0.183,-0.110,-0.256,0.00,3.000
0.4500,settle,0.7,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,0.0195,0.0195,0.0195,-0.0195,-0.0195,0.0195,-0.0195,0.0195,-0.0586,-0.0195,0.0586,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38893,-1.27327,0.42788,0.34447,-0.86609,0.183,0.110,0.183,0.183,-0.037,-0.256,-0.110,0.110,0.110,-0.110,-0.110,-0.256,0.00,3.000
0.4550,settle,0.7,-0.9998,nan,-0.40740,-0.08521,-0.68670,0.57593,-0.07969,-0.97448,-0.50392,0.38893,-1.27329,0.42791,0.34447,-0.86607,0.0195,0.0195,0.0195,-0.0977,-0.0586,0.0586,-0.0195,0.0195,0.0586,0.0586,-0.0195,-0.0977,-0.40740,-0.08521,-0.68670,0.57593,-0.07969,-0.97448,-0.50392,0.38893,-1.27329,0.42791,0.34447,-0.86607,0.183,0.037,0.183,0.037,-0.110,-0.110,-0.256,0.110,0.183,-0.110,-0.110,-0.037,0.00,3.000
0.4600,settle,0.6,-0.9998,nan,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34444,-0.86607,0.0195,0.0195,-0.0586,-0.0977,-0.0195,-0.0195,-0.0977,0.0586,0.0195,-0.0586,0.0195,-0.0195,-0.40740,-0.08521,-0.68661,0.57604,-0.07969,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34444,-0.86607,0.183,0.183,0.183,0.037,-0.256,-0.183,-0.110,0.110,0.110,-0.110,-0.183,-0.110,0.00,3.000
0.4650,settle,0.6,-0.9998,nan,-0.40740,-0.08517,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86612,0.0195,0.0195,0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.40740,-0.08517,-0.68670,0.57604,-0.07973,-0.97448,-0.50384,0.38889,-1.27327,0.42788,0.34447,-0.86612,0.110,0.110,0.110,0.037,-0.110,-0.110,-0.037,0.110,0.183,-0.110,-0.037,-0.110,0.00,3.000
